hpcd,hpname,pref,med2,city,bed
20082,名古屋第一赤十字病院,愛知県,名古屋・尾張中部,中村区,852
10078,熊本大学病院,熊本県,熊本・上益城,中央区_熊本県,845
30120,一般財団法人厚生会仙台厚生病院,宮城県,仙台,青葉区_宮城県,409
10019,東京慈恵会医科大学附属病院,東京都,区中央部,港区_東京都,1075
10027,日本大学医学部附属板橋病院,東京都,区西北部,板橋区,1025
10011,筑波大学附属病院,茨城県,つくば,つくば市,800
20053,公立大学法人 横浜市立大学附属市民総合医療センター,神奈川県,横浜,南区_神奈川県_横浜,690
31301,聖マリア病院_福岡県,福岡県,久留米,久留米市,950
10018,国立大学法人 千葉大学医学部附属病院,千葉県,千葉,中央区_千葉県,850
20027,さいたま赤十字病院,埼玉県,さいたま,中央区_埼玉県,638
10077,長崎大学病院,長崎県,長崎,長崎市,874
10045,名古屋市立大学病院,愛知県,名古屋・尾張中部,瑞穂区,800
20052,国立研究開発法人 国立がん研究センター中央病院,東京都,区中央部,中央区_東京都,578
10073,久留米大学病院,福岡県,久留米,久留米市,977
20115,独立行政法人労働者健康安全機構 関西労災病院,兵庫県,阪神,尼崎市,642
20102,地方独立行政法人大阪府立病院機構 大阪急性期・総合医療センター,大阪府,大阪市,住吉区,875
10059,神戸大学医学部附属病院,兵庫県,神戸,中央区_兵庫県,934
10049,国立大学法人三重大学医学部附属病院,三重県,中勢伊賀,津市,685
10016,埼玉医科大学病院,埼玉県,川越比企,毛呂山町,830
30281,医療法人社団 愛友会上尾中央総合病院,埼玉県,県央_埼玉県,上尾市,733
20094,伊勢赤十字病院,三重県,南勢志摩,伊勢市,655
20088,愛知県厚生農業協同組合連合会 豊田厚生病院,愛知県,西三河北部,豊田市,606
20151,熊本赤十字病院,熊本県,熊本・上益城,東区_熊本県,490
20026,埼玉医科大学国際医療センター,埼玉県,西部_埼玉県,日高市,722
20079,静岡県立総合病院,静岡県,静岡,葵区,662
20043,公益財団法人 がん研究会 有明病院,東京都,区東部,江東区,659
30547,昭和大学横浜市北部病院,神奈川県,横浜,都筑区,689
20022,自治医科大学附属さいたま医療センター,埼玉県,さいたま,大宮区,628
10072,福岡大学病院,福岡県,福岡・糸島,城南区,841
30488,社会福祉法人恩賜財団済生会支部神奈川県 済生会横浜市東部病院,神奈川県,横浜,鶴見区_神奈川県,562
20048,東京都立多摩総合医療センター,東京都,北多摩南部,府中市_東京都,749
10002,北海道大学病院,北海道,札幌,北区_北海道,939
20018,済生会宇都宮病院,栃木県,宇都宮,宇都宮市,609
20121,公益財団法人 天理よろづ相談所病院,奈良県,東和,天理市,617
10062,鳥取大学医学部附属病院,鳥取県,西部_鳥取県,米子市,697
10064,川崎医科大学附属病院,岡山県,県南西部,倉敷市,989
10001,札幌医科大学附属病院,北海道,札幌,中央区_北海道,874
30796,医療法人豊田会 刈谷豊田総合病院,愛知県,西三河南部西,刈谷市,704
20138,愛媛県立中央病院,愛媛県,松山,松山市,776
20119,神戸市立医療センター中央市民病院,兵庫県,神戸,中央区_兵庫県,768
20117,姫路赤十字病院,兵庫県,播磨姫路,姫路市,560
10081,鹿児島大学病院,鹿児島県,鹿児島,鹿児島市,653
20137,松山赤十字病院,愛媛県,松山,松山市,632
20078,静岡県立静岡がんセンター,静岡県,駿東田方,長泉町,615
20077,順天堂大学医学部附属静岡病院,静岡県,駿東田方,伊豆の国市,577
20008,岩手県立中央病院,岩手県,盛岡,盛岡市,685
10032,公立大学法人 横浜市立大学附属病院,神奈川県,横浜,金沢区,654
20012,日本海総合病院,山形県,庄内,酒田市,585
20016,総合病院土浦協同病院,茨城県,土浦,土浦市,791
20108,地方独立行政法人大阪府立病院機構大阪国際がんセンター,大阪府,大阪市,中央区_大阪府,500
30499,独立行政法人労働者健康安全機構 横浜労災病院,神奈川県,横浜,港北区,650
10010,公立大学法人福島県立医科大学附属病院,福島県,県北_福島県,福島市,778
10042,国立大学法人 信州大学医学部附属病院,長野県,松本,松本市,717
30783,岡崎市民病院,愛知県,西三河南部東,岡崎市,660
20144,福岡赤十字病院,福岡県,福岡・糸島,南区_福岡県,509
20152,済生会熊本病院,熊本県,熊本・上益城,南区_熊本県,400
20147,独立行政法人国立病院機構 九州医療センター,福岡県,福岡・糸島,中央区_福岡県,702
20050,国立研究開発法人 国立国際医療研究センター病院,東京都,区西部,新宿区,701
20126,県立広島病院,広島県,広島,南区_広島県,652
30835,大津赤十字病院,滋賀県,大津,大津市,661
20054,国家公務員共済組合連合会 横浜南共済病院,神奈川県,横浜,金沢区,565
10036,新潟大学医歯学総合病院,新潟県,新潟,中央区_新潟県,827
30915,大阪警察病院,大阪府,大阪市,天王寺区,525
20061,横浜市立市民病院,神奈川県,横浜,神奈川区,647
20134,徳島赤十字病院,徳島県,南部_徳島県,小松島市,405
10068,徳島大学病院,徳島県,東部_徳島県,徳島市,692
20063,新潟市民病院,新潟県,新潟,中央区_新潟県,676
10060,奈良県立医科大学附属病院,奈良県,中和,橿原市,930
10067,山口大学医学部附属病院,山口県,宇部・小野田,宇部市,740
20066,富山県立中央病院,富山県,富山,富山市,733
20006,青森県立中央病院,青森県,青森地域,青森市,678
30788,公立陶生病院,愛知県,尾張東部,瀬戸市,633
20090,愛知県厚生農業協同組合連合会 江南厚生病院,愛知県,尾張北部,江南市,684
30356,日本赤十字社 成田赤十字病院,千葉県,印旛,成田市,716
20128,地方独立行政法人広島市立病院機構 広島市立安佐市民病院,広島県,広島,安佐北区,523
20098,京都第一赤十字病院,京都府,京都・乙訓,東山区,598
20051,独立行政法人 国立病院機構 東京医療センター,東京都,区西南部,目黒区,688
20097,京都第二赤十字病院,京都府,京都・乙訓,上京区,546
20153,鹿児島市立病院,鹿児島県,鹿児島,鹿児島市,574
20070,長野赤十字病院,長野県,長野,長野市,680
20125,独立行政法人国立病院機構 岡山医療センター,岡山県,県南東部,北区_岡山県,609
10044,浜松医科大学医学部附属病院,静岡県,西部_静岡県,東区_静岡県,613
10074,産業医科大学病院,福岡県,北九州,八幡西区,678
20074,岐阜県総合医療センター,岐阜県,岐阜,岐阜市,620
10003,旭川医科大学病院,北海道,上川中部,旭川市,607
10039,国立大学法人 金沢大学附属病院,石川県,石川中央,金沢市,830
30934,宗教法人在日本南プレスビテリアンミッション淀川キリスト教病院,大阪府,大阪市,東淀川区,581
20084,独立行政法人地域医療機能推進機構 中京病院,愛知県,名古屋・尾張中部,南区_愛知県,661
30902,社会医療法人愛仁会高槻病院,大阪府,三島,高槻市,477
10043,岐阜大学医学部附属病院,岐阜県,岐阜,岐阜市,613
30583,長岡赤十字病院,新潟県,中越,長岡市,592
30330,国保直営総合病院 君津中央病院,千葉県,君津,木更津市,660
20033,東京慈恵会医科大学附属柏病院,千葉県,東葛北部,柏市,664
30759,社会福祉法人 聖隷福祉事業団 総合病院 聖隷三方原病院,静岡県,西部_静岡県,北区_静岡県,934
10051,京都府立医科大学附属病院,京都府,京都・乙訓,上京区,726
10015,国立大学法人群馬大学医学部附属病院,群馬県,前橋,前橋市,731
10063,島根大学医学部附属病院,島根県,出雲,出雲市,600
20010,大崎市民病院,宮城県,大崎・栗原,大崎市,494
30136,独立行政法人国立病院機構仙台医療センター,宮城県,仙台,宮城野区,660
30567,横浜市立みなと赤十字病院,神奈川県,横浜,中区_神奈川県,609
20041,東京都立駒込病院,東京都,区中央部,文京区,815
10030,東京医科歯科大学医学部附属病院,東京都,区中央部,文京区,753
30515,藤沢市民病院,神奈川県,湘南東部,藤沢市,536
20149,独立行政法人国立病院機構 長崎医療センター,長崎県,県央_長崎県,大村市,639
30797,トヨタ記念病院,愛知県,西三河北部,豊田市,527
31120,松江赤十字病院,島根県,松江,松江市,599
10038,金沢医科大学病院,石川県,石川中央,内灘町,793
20039,聖路加国際病院,東京都,区中央部,中央区_東京都,520
31330,独立行政法人地域医療機能推進機構 九州病院,福岡県,北九州,八幡西区,575
10040,福井大学医学部附属病院,福井県,福井・坂井,永平寺町,600
20059,昭和大学藤が丘病院,神奈川県,横浜,青葉区_神奈川県,584
30038,社会福祉法人 函館厚生院 函館五稜郭病院,北海道,南渡島,函館市,480
30813,独立行政法人国立病院機構 名古屋医療センター,愛知県,名古屋・尾張中部,中区_愛知県,616
20068,石川県立中央病院,石川県,石川中央,金沢市,570
30976,ベルランド総合病院,大阪府,堺市,中区_大阪府,477
30773,名古屋掖済会病院,愛知県,名古屋・尾張中部,中川区,602
20112,国立研究開発法人 国立循環器病研究センター,大阪府,豊能,吹田市,527
30533,社会福祉法人恩賜財団済生会支部神奈川県 済生会横浜市南部病院,神奈川県,横浜,港南区,500
20111,独立行政法人国立病院機構 大阪医療センター,大阪府,大阪市,中央区_大阪府,583
20009,石巻赤十字病院,宮城県,石巻・登米・気仙沼,石巻市,464
31404,独立行政法人国立病院機構熊本医療センター,熊本県,熊本・上益城,中央区_熊本県,550
31446,大分県立病院,大分県,中部_大分県,大分市,554
10076,佐賀大学医学部附属病院,佐賀県,中部_佐賀県,佐賀市,604
10037,国立大学法人富山大学附属病院,富山県,富山,富山市,612
20045,日本赤十字社医療センター,東京都,区西南部,渋谷区,699
20046,東京医科大学八王子医療センター,東京都,南多摩,八王子市,602
30454,東海大学医学部付属八王子病院,東京都,南多摩,八王子市,500
20073,岐阜市民病院,岐阜県,岐阜,岐阜市,565
31287,国家公務員共済組合連合会 浜の町病院,福岡県,福岡・糸島,中央区_福岡県,468
20093,市立四日市病院,三重県,北勢,四日市市,537
30760,掛川市・袋井市病院企業団立 中東遠総合医療センター,静岡県,中東遠,掛川市,500
20038,社会福祉法人 三井記念病院,東京都,区中央部,千代田区,482
10071,高知大学医学部附属病院,高知県,中央,南国市,600
20044,ＮＴＴ東日本関東病院,東京都,区南部,品川区,594
31294,医療法人 徳洲会 福岡徳洲会病院,福岡県,筑紫,春日市,602
20091,小牧市民病院,愛知県,尾張北部,小牧市,520
20075,岐阜県立多治見病院,岐阜県,東濃,多治見市,570
20062,独立行政法人国立病院機構 横浜医療センター,神奈川県,横浜,戸塚区,510
20011,山形県立中央病院,山形県,村山,山形市,594
10006,東北医科薬科大学病院,宮城県,仙台,宮城野区,561
31200,独立行政法人地域医療機能推進機構 徳山中央病院,山口県,周南,周南市,519
10082,琉球大学病院,沖縄県,南部_沖縄県,西原町,600
30785,一宮市立市民病院,愛知県,尾張西部,一宮市,594
30880,独立行政法人国立病院機構京都医療センター,京都府,京都・乙訓,伏見区,562
31186,広島県厚生農業協同組合連合会 廣島総合病院,広島県,広島西,廿日市市,531
20092,愛知県厚生農業協同組合連合会 海南病院,愛知県,海部,弥富市,540
10070,愛媛大学医学部附属病院,愛媛県,松山,東温市,628
30131,仙台市立病院,宮城県,仙台,太白区,510
20069,山梨県立中央病院,山梨県,中北,甲府市,599
20129,福山市民病院,広島県,福山・府中,福山市,506
30865,社会福祉法人京都社会事業財団 京都桂病院,京都府,京都・乙訓,西京区,545
20130,独立行政法人国立病院機構 呉医療センター,広島県,呉,呉市,630
30790,春日井市民病院,愛知県,尾張北部,春日井市,538
20014,いわき市医療センター,福島県,いわき,いわき市,700
10050,滋賀医科大学医学部附属病院,滋賀県,大津,大津市,612
30983,独立行政法人地域医療機能推進機構 大阪病院,大阪府,大阪市,福島区,525
30339,医療法人社団 誠馨会新東京病院,千葉県,東葛北部,松戸市,430
20037,日本医科大学千葉北総病院,千葉県,印旛,印西市,574
30364,国立研究開発法人 国立がん研究センター東病院,千葉県,東葛北部,柏市,425
10009,国立大学法人山形大学医学部附属病院,山形県,村山,山形市,637
30172,一般財団法人 脳神経疾患研究所 附属 総合南東北病院,福島県,県中,郡山市,461
20072,長野県厚生農業協同組合連合会 佐久総合病院 佐久医療センター,長野県,佐久,佐久市,434
30171,一般財団法人太田綜合病院附属太田西ノ内病院,福島県,県中,郡山市,868
30044,市立函館病院,北海道,南渡島,函館市,526
20021,独立行政法人国立病院機構高崎総合医療センター,群馬県,高崎・安中,高崎市,485
30757,浜松医療センター,静岡県,西部_静岡県,中区_静岡県,600
20004,旭川赤十字病院,北海道,上川中部,旭川市,480
20109,社会福祉法人恩賜財団大阪府済生会 中津病院,大阪府,大阪市,北区_大阪府_大阪市,670
30557,独立行政法人労働者健康安全機構 関東労災病院,神奈川県,川崎南部,中原区,610
20155,社会医療法人 敬愛会中頭病院,沖縄県,中部_沖縄県,沖縄市,355
30169,竹田綜合病院,福島県,会津・南会津,会津若松市,825
20107,堺市立総合医療センター,大阪府,堺市,西区_大阪府_堺市,487
30640,福井県立病院,福井県,福井・坂井,福井市,793
20150,佐世保市総合医療センター,長崎県,佐世保県北,佐世保市,594
31157,岡山済生会総合病院,岡山県,県南東部,北区_岡山県,473
30641,福井赤十字病院,福井県,福井・坂井,福井市,534
30967,地方独立行政法人 市立東大阪医療センター,大阪府,中河内,東大阪市,518
31156,岡山赤十字病院,岡山県,県南東部,北区_岡山県,500
31123,島根県立中央病院,島根県,出雲,出雲市,618
30551,社会医療法人 ジャパンメディカルアライアンス 海老名総合病院,神奈川県,県央_神奈川県,海老名市,479
20019,前橋赤十字病院,群馬県,前橋,前橋市,555
20042,東京都立墨東病院,東京都,区東部,墨田区,753
31514,沖縄県立中部病院,沖縄県,中部_沖縄県,うるま市,559
10041,山梨大学医学部附属病院,山梨県,中北,中央市,618
31179,広島県厚生農業協同組合連合会 尾道総合病院,広島県,尾三,尾道市,386
31162,広島赤十字・原爆病院,広島県,広島,中区_広島県,557
31509,友愛医療センター,沖縄県,南部_沖縄県,豊見城市,378
10008,秋田大学医学部附属病院,秋田県,秋田周辺,秋田市,615
30425,医療法人社団 明芳会板橋中央総合病院,東京都,区西北部,板橋区,569
30568,独立行政法人国立病院機構 相模原病院,神奈川県,相模原,南区_神奈川県_相模原,458
20007,八戸市立市民病院,青森県,八戸地域,八戸市,628
30765,名古屋市立大学医学部附属 西部医療センター,愛知県,名古屋・尾張中部,北区_愛知県,500
20080,静岡市立静岡病院,静岡県,静岡,葵区,506
20136,香川県立中央病院,香川県,東部_香川県,高松市,533
30305,さいたま市立病院,埼玉県,さいたま,緑区_埼玉県,633
20015,株式会社 日立製作所日立総合病院,茨城県,日立,日立市,551
10079,大分大学医学部附属病院,大分県,中部_大分県,由布市,618
30874,京都市立病院,京都府,京都・乙訓,中京区,548
30538,神奈川県立がんセンター,神奈川県,横浜,旭区_神奈川県,415
31067,神戸市立西神戸医療センター,兵庫県,神戸,西区_兵庫県,475
30992,市立豊中病院,大阪府,豊能,豊中市,608
30069,ＪＡ北海道厚生連 帯広厚生病院,北海道,十勝,帯広市,651
30747,藤枝市立総合病院,静岡県,志太榛原,藤枝市,551
31023,北播磨総合医療センター,兵庫県,北播磨,小野市,435
30310,独立行政法人 国立病院機構 埼玉病院,埼玉県,南西部,和光市,530
30071,北見赤十字病院,北海道,北網,北見市,532
20095,医療法人徳洲会 宇治徳洲会病院,京都府,山城北,宇治市,473
30753,磐田市立総合病院,静岡県,中東遠,磐田市,500
10004,弘前大学医学部附属病院,青森県,津軽地域,弘前市,644
20064,新潟県厚生農業協同組合連合会 長岡中央綜合病院,新潟県,中越,長岡市,500
20035,船橋市立医療センター,千葉県,東葛南部,船橋市,449
30235,伊勢崎市民病院,群馬県,伊勢崎,伊勢崎市,494
20135,高松赤十字病院,香川県,東部_香川県,高松市,461
30586,新潟県立中央病院,新潟県,上越,上越市,530
30552,川崎市立川崎病院,神奈川県,川崎南部,川崎区,575
30226,日本赤十字社栃木県支部足利赤十字病院,栃木県,両毛,足利市,540
20071,諏訪赤十字病院,長野県,諏訪,諏訪市,455
20067,富山県厚生農業協同組合連合会高岡病院,富山県,高岡,高岡市,533
30740,静岡赤十字病院,静岡県,静岡,葵区,465
20060,川崎幸病院,神奈川県,川崎南部,幸区,326
20140,高知県・高知市病院企業団立高知医療センター,高知県,中央,高知市,620
20001,市立札幌病院,北海道,札幌,中央区_北海道,672
10080,宮崎大学医学部附属病院,宮崎県,宮崎東諸県,宮崎市,630
20141,高知赤十字病院,高知県,中央,高知市,402
30354,学校法人東邦大学東邦大学医療センター佐倉病院,千葉県,印旛,佐倉市,415
30340,松戸市立総合医療センター,千葉県,東葛北部,松戸市,600
30789,半田市立半田病院,愛知県,知多半島,半田市,499
30258,川口市立医療センター,埼玉県,南部_埼玉県,川口市,539
30344,東京歯科大学市川総合病院,千葉県,東葛南部,市川市,570
30565,医療法人社団三成会新百合ヶ丘総合病院,神奈川県,川崎北部,麻生区,559
10069,香川大学医学部附属病院,香川県,東部_香川県,三木町,613
30058,王子総合病院,北海道,東胆振,苫小牧市,440
20120,奈良県総合医療センター,奈良県,奈良,奈良市,462
20148,佐賀県医療センター好生館,佐賀県,中部_佐賀県,佐賀市,446
30326,独立行政法人労働者健康安全機構 千葉労災病院,千葉県,市原,市原市,398
20025,埼玉石心会病院,埼玉県,西部_埼玉県,狭山市,450
20103,関西医科大学総合医療センター,大阪府,北河内,守口市,477
30763,愛知県がんセンター,愛知県,名古屋・尾張中部,千種区,500
20139,社会医療法人 近森会近森病院,高知県,中央,高知市,512
30845,社会福祉法人恩賜財団済生会滋賀県病院,滋賀県,湖南,栗東市,393
30995,公益財団法人甲南会 甲南医療センター,兵庫県,神戸,東灘区,374
30970,医療法人徳洲会 八尾徳洲会総合病院,大阪府,中河内,八尾市,415
31511,中部徳洲会病院,沖縄県,中部_沖縄県,北中城村,368
30667,社会医療法人財団 慈泉会 相澤病院,長野県,松本,松本市,460
30063,市立釧路総合病院,北海道,釧路,釧路市,643
31028,社会医療法人 愛仁会 明石医療センター,兵庫県,東播磨,明石市,382
20143,福岡県済生会福岡総合病院,福岡県,福岡・糸島,中央区_福岡県,380
30431,学校法人順天堂順天堂大学医学部附属練馬病院,東京都,区西北部,練馬区,406
30643,福井県済生会病院,福井県,福井・坂井,福井市,460
30154,山形市立病院済生館,山形県,村山,山形市,524
20049,公立昭和病院,東京都,北多摩北部,小平市,485
30394,東邦大学医療センター大橋病院,東京都,区西南部,目黒区,319
30777,大同病院,愛知県,名古屋・尾張中部,南区_愛知県,404
20029,学校法人 東京女子医科大学 東京女子医科大学附属八千代医療センター,千葉県,東葛南部,八千代市,501
31142,倉敷成人病センター,岡山県,県南西部,倉敷市,269
30483,独立行政法人 国立病院機構 災害医療センター,東京都,北多摩西部,立川市,455
20132,独立行政法人国立病院機構 岩国医療センター,山口県,岩国,岩国市,479
30563,帝京大学医学部附属溝口病院,神奈川県,川崎北部,高津区,400
30664,長野市民病院,長野県,長野,長野市,387
31293,公立学校共済組合 九州中央病院,福岡県,福岡・糸島,南区_福岡県,330
30516,医療法人徳洲会 湘南藤沢徳洲会病院,神奈川県,湘南東部,藤沢市,419
20124,津山中央病院,岡山県,津山・英田,津山市,464
31110,鳥取県立中央病院,鳥取県,東部_鳥取県,鳥取市,512
20020,ＳＵＢＡＲＵ健康保険組合 太田記念病院,群馬県,太田・館林,太田市,386
30387,昭和大学江東豊洲病院,東京都,区東部,江東区,400
30987,社会福祉法人恩賜財団大阪府済生会吹田病院,大阪府,豊能,吹田市,440
31502,地方独立行政法人 那覇市立病院,沖縄県,南部_沖縄県,那覇市,470
20133,徳島県立中央病院,徳島県,東部_徳島県,徳島市,440
30661,長野県厚生農業協同組合連合会 南長野医療センター篠ノ井総合病院,長野県,長野,長野市,429
30473,東京慈恵会医科大学附属第三病院,東京都,北多摩南部,狛江市,581
30030,国家公務員共済組合連合会 斗南病院,北海道,札幌,中央区_北海道,283
30368,東京都済生会中央病院,東京都,区中央部,港区_東京都,535
30991,市立池田病院,大阪府,豊能,池田市,364
31342,北九州総合病院,福岡県,北九州,小倉北区,360
20056,国家公務員共済組合連合会 平塚共済病院,神奈川県,湘南西部,平塚市,397
30762,名古屋市立大学医学部附属東部医療センター,愛知県,名古屋・尾張中部,千種区,498
30138,秋田赤十字病院,秋田県,秋田周辺,秋田市,439
30014,ＫＫＲ札幌医療センター,北海道,札幌,豊平区,410
20065,新潟県立新発田病院,新潟県,下越,新発田市,478
20096,医療法人社団洛和会洛和会音羽病院,京都府,京都・乙訓,山科区,548
30322,医療法人社団誠馨会千葉メディカルセンター,千葉県,千葉,中央区_千葉県,346
30107,岩手県立中部病院,岩手県,岩手中部,北上市,434
30162,公立置賜総合病院,山形県,置賜,川西町_山形県,467
30279,埼玉県立がんセンター,埼玉県,県央_埼玉県,伊奈町,503
20058,神奈川県厚生農業協同組合連合会 相模原協同病院,神奈川県,相模原,緑区_神奈川県_相模原,440
31409,独立行政法人労働者健康安全機構 熊本労災病院,熊本県,八代,八代市,410
30439,東京慈恵会医科大学葛飾医療センター,東京都,区東北部,葛飾区,371
31344,独立行政法人国立病院機構 福岡東医療センター,福岡県,粕屋,古賀市,549
30122,独立行政法人労働者健康安全機構 東北労災病院,宮城県,仙台,青葉区_宮城県,548
30956,社会福祉法人恩賜財団大阪府済生会野江病院,大阪府,大阪市,城東区,400
30490,一般財団法人神奈川県警友会 けいゆう病院,神奈川県,横浜,西区_神奈川県,410
31241,市立宇和島病院,愛媛県,宇和島,宇和島市,423
31387,地方独立行政法人長崎市立病院機構 長崎みなとメディカルセンター,長崎県,長崎,長崎市,509
30201,公益財団法人筑波メディカルセンター筑波メディカルセンター病院,茨城県,つくば,つくば市,453
30127,公益財団法人仙台市医療センター仙台オープン病院,宮城県,仙台,宮城野区,320
30255,社会福祉法人 恩賜財団 済生会支部 埼玉県 済生会 川口総合病院,埼玉県,南部_埼玉県,川口市,424
10014,国際医療福祉大学病院,栃木県,県北_栃木県,那須塩原市,391
20100,医療法人徳洲会 岸和田徳洲会病院,大阪府,泉州,岸和田市,341
31193,独立行政法人国立病院機構 東広島医療センター,広島県,広島中央,東広島市,401
30541,国家公務員共済組合連合会 横浜栄共済病院,神奈川県,横浜,栄区,400
30325,社会福祉法人恩賜財団済生会 支部千葉県済生会 千葉県済生会習志野病院,千葉県,東葛南部,習志野市,400
31338,独立行政法人労働者健康安全機構 九州労災病院,福岡県,北九州,小倉南区,450
30913,市立吹田市民病院,大阪府,豊能,吹田市,431
31195,山口県済生会下関総合病院,山口県,下関,下関市,373
30570,新潟県立がんセンター新潟病院,新潟県,新潟,中央区_新潟県,421
31225,独立行政法人労働者健康安全機構 香川労災病院,香川県,西部_香川県,丸亀市,404
30745,焼津市立総合病院,静岡県,志太榛原,焼津市,471
31192,独立行政法人国立病院機構 福山医療センター,広島県,福山・府中,福山市,368
20154,独立行政法人 国立病院機構 鹿児島医療センター,鹿児島県,鹿児島,鹿児島市,405
30905,社会医療法人愛仁会千船病院,大阪府,大阪市,西淀川区,292
31068,兵庫県立 西宮病院,兵庫県,阪神,西宮市,400
10017,防衛医科大学校病院,埼玉県,西部_埼玉県,所沢市,638
30735,富士市立中央病院,静岡県,富士,富士市,514
30774,藤田医科大学 ばんたね病院,愛知県,名古屋・尾張中部,中川区,370
30456,国家公務員共済組合連合会 立川病院,東京都,北多摩西部,立川市,450
31016,宝塚市立病院,兵庫県,阪神,宝塚市,389
30366,日本大学病院,東京都,区中央部,千代田区,320
30933,医誠会病院,大阪府,大阪市,東淀川区,327
30559,日本医科大学武蔵小杉病院,神奈川県,川崎南部,中原区,372
30427,東京都健康長寿医療センター,東京都,区西北部,板橋区,550
30005,ＪＡ北海道厚生連 札幌厚生病院,北海道,札幌,中央区_北海道,496
31202,山口県立総合医療センター,山口県,山口・防府,防府市,480
30112,岩手県立胆沢病院,岩手県,胆江,奥州市,346
30993,八尾市立病院,大阪府,中河内,八尾市,380
30227,那須赤十字病院,栃木県,県北_栃木県,大田原市,450
